Date,Price1,Price2,spread_pct,signal
2025-03-14,104.757,95.955,9.173,STRONG_SIGNAL
2025-03-17,105.143,96.390,9.081,STRONG_SIGNAL
2025-03-18,104.886,96.054,9.195,STRONG_SIGNAL
2025-03-19,105.558,97.062,8.753,STRONG_SIGNAL
2025-03-20,105.467,97.386,8.298,STRONG_SIGNAL
2025-03-21,105.496,97.217,8.516,STRONG_SIGNAL
2025-03-24,106.835,98.774,8.161,STRONG_SIGNAL
2025-03-25,106.696,98.893,7.891,STRONG_SIGNAL
2025-03-26,106.547,98.427,8.250,STRONG_SIGNAL
2025-03-27,105.749,98.001,7.907,STRONG_SIGNAL
2025-03-28,103.994,95.899,8.442,STRONG_SIGNAL
2025-03-31,103.147,95.235,8.308,STRONG_SIGNAL
2025-04-01,104.460,96.444,8.312,STRONG_SIGNAL
2025-04-02,104.505,96.355,8.458,STRONG_SIGNAL
2025-04-03,100.182,91.716,9.231,STRONG_SIGNAL
2025-04-04,96.524,87.701,10.060,STRONG_SIGNAL
2025-04-07,94.323,84.410,11.744,STRONG_SIGNAL
2025-04-08,97.040,87.582,10.799,STRONG_SIGNAL
2025-04-09,93.941,83.934,11.923,STRONG_SIGNAL
2025-04-10,97.159,87.096,11.553,STRONG_SIGNAL
2025-04-11,96.950,86.214,12.453,STRONG_SIGNAL
2025-04-14,98.953,88.454,11.869,STRONG_SIGNAL
2025-04-15,98.903,89.446,10.574,STRONG_SIGNAL
2025-04-16,98.328,88.544,11.051,STRONG_SIGNAL
2025-04-17,97.357,87.532,11.224,STRONG_SIGNAL
2025-04-22,96.757,86.987,11.231,STRONG_SIGNAL
2025-04-23,99.369,89.495,11.033,STRONG_SIGNAL
2025-04-24,99.895,90.249,10.689,STRONG_SIGNAL
2025-04-25,100.291,90.705,10.569,STRONG_SIGNAL
2025-04-28,99.974,90.893,9.991,STRONG_SIGNAL
2025-04-29,100.480,91.359,9.984,STRONG_SIGNAL
2025-04-30,100.738,91.607,9.967,STRONG_SIGNAL
2025-05-02,103.702,93.906,10.431,STRONG_SIGNAL
2025-05-06,102.929,93.569,10.002,STRONG_SIGNAL
2025-05-07,102.572,93.084,10.193,STRONG_SIGNAL
2025-05-08,103.761,94.590,9.695,STRONG_SIGNAL
2025-05-09,103.682,94.452,9.773,STRONG_SIGNAL
2025-05-12,106.329,97.485,9.072,STRONG_SIGNAL
2025-05-13,106.894,98.169,8.888,STRONG_SIGNAL
2025-05-14,106.815,97.832,9.182,STRONG_SIGNAL
2025-05-15,107.092,98.258,8.991,STRONG_SIGNAL
2025-05-16,107.628,98.952,8.767,STRONG_SIGNAL
2025-05-19,107.261,98.357,9.052,STRONG_SIGNAL
2025-05-20,107.430,98.685,8.862,STRONG_SIGNAL
2025-05-21,106.879,97.951,9.115,STRONG_SIGNAL
2025-05-22,105.705,97.049,8.919,STRONG_SIGNAL
2025-05-23,104.594,96.087,8.853,STRONG_SIGNAL
2025-05-27,106.032,97.763,8.458,STRONG_SIGNAL
2025-05-28,106.190,97.901,8.467,STRONG_SIGNAL
2025-05-29,106.121,97.634,8.693,STRONG_SIGNAL
2025-05-30,106.106,97.545,8.777,STRONG_SIGNAL
2025-06-02,105.695,96.999,8.964,STRONG_SIGNAL
2025-06-03,106.656,98.189,8.624,STRONG_SIGNAL
2025-06-04,106.894,98.248,8.800,STRONG_SIGNAL
2025-06-05,106.983,98.318,8.814,STRONG_SIGNAL
2025-06-06,107.420,98.675,8.862,STRONG_SIGNAL
2025-06-09,107.479,98.615,8.988,STRONG_SIGNAL
2025-06-10,107.896,98.734,9.279,STRONG_SIGNAL
2025-06-11,108.292,98.704,9.714,STRONG_SIGNAL
2025-06-12,107.811,97.882,10.145,STRONG_SIGNAL
2025-06-13,107.221,97.485,9.987,STRONG_SIGNAL
2025-06-16,107.846,97.812,10.258,STRONG_SIGNAL
2025-06-17,107.687,97.703,10.219,STRONG_SIGNAL
2025-06-18,107.915,97.574,10.598,STRONG_SIGNAL
2025-06-19,106.765,96.830,10.260,STRONG_SIGNAL
2025-06-20,107.264,97.119,10.446,STRONG_SIGNAL
2025-06-23,107.064,96.950,10.433,STRONG_SIGNAL
2025-06-24,107.902,97.807,10.321,STRONG_SIGNAL
2025-06-25,107.892,97.767,10.356,STRONG_SIGNAL
2025-06-26,107.783,97.857,10.143,STRONG_SIGNAL
2025-06-27,108.880,98.635,10.386,STRONG_SIGNAL
2025-06-30,108.969,98.386,10.757,STRONG_SIGNAL
2025-07-01,109.069,98.226,11.039,STRONG_SIGNAL
2025-07-02,110.126,98.465,11.843,STRONG_SIGNAL
2025-07-03,110.705,99.503,11.258,STRONG_SIGNAL
